Region;Brott;År;Period;Antal;/100 000 inv
Eda kommun;Stöldbrott;2015;Mar;19;224;
Eda kommun;Bilbrott;2015;Mar;4;47;
Eda kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;4;47;
Eda kommun;Vissa trafikbrott;2015;Mar;9;106;
Eda kommun;Alkohol- och narkotikabrott;2015;Mar;10;118;
Eda kommun;Vapenbrott;2015;Mar;3;35;
Ekerö kommun;Totalt antal brott;2015;Mar;144;536;
Ekerö kommun;Våldsbrott ;2015;Mar;14;52;
Ekerö kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;23;86;
Ekerö kommun;Vårdslöshet- och vållandebrott;2015;Mar;1;4;
Ekerö kommun;Stöldbrott;2015;Mar;38;142;
Ekerö kommun;Bilbrott;2015;Mar;10;37;
Ekerö kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;8;30;
Ekerö kommun;Vissa trafikbrott;2015;Mar;11;41;
Ekerö kommun;Alkohol- och narkotikabrott;2015;Mar;15;56;
Ekerö kommun;Vapenbrott;2015;Mar;1;4;
Eksjö kommun;Totalt antal brott;2015;Mar;148;887;
Eksjö kommun;Våldsbrott ;2015;Mar;7;42;
Eksjö kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;28;168;
Eksjö kommun;Vårdslöshet- och vållandebrott;2015;Mar;3;18;
Eksjö kommun;Stöldbrott;2015;Mar;42;252;
Eksjö kommun;Bilbrott;2015;Mar;5;30;
Eksjö kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;15;90;
Eksjö kommun;Vissa trafikbrott;2015;Mar;7;42;
Eksjö kommun;Alkohol- och narkotikabrott;2015;Mar;32;192;
Eksjö kommun;Vapenbrott;2015;Mar;2;12;
Emmaboda kommun;Totalt antal brott;2015;Mar;89;983;
Emmaboda kommun;Våldsbrott ;2015;Mar;4;44;
Emmaboda kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;5;55;
Emmaboda kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Emmaboda kommun;Stöldbrott;2015;Mar;45;497;
Emmaboda kommun;Bilbrott;2015;Mar;12;133;
Emmaboda kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;10;111;
Emmaboda kommun;Vissa trafikbrott;2015;Mar;13;144;
Emmaboda kommun;Alkohol- och narkotikabrott;2015;Mar;10;111;
Emmaboda kommun;Vapenbrott;2015;Mar;2;22;
Enköping kommun;Totalt antal brott;2015;Mar;471;1134;
Enköping kommun;Våldsbrott ;2015;Mar;16;39;
Enköping kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;45;108;
Enköping kommun;Vårdslöshet- och vållandebrott;2015;Mar;2;5;
Enköping kommun;Stöldbrott;2015;Mar;118;284;
Enköping kommun;Bilbrott;2015;Mar;24;58;
Enköping kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;43;104;
Enköping kommun;Vissa trafikbrott;2015;Mar;79;190;
Enköping kommun;Alkohol- och narkotikabrott;2015;Mar;166;400;
Enköping kommun;Vapenbrott;2015;Mar;9;22;
Eskilstuna kommun;Totalt antal brott;2015;Mar;1282;1263;
Eskilstuna kommun;Våldsbrott ;2015;Mar;115;113;
Eskilstuna kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;159;157;
Eskilstuna kommun;Vårdslöshet- och vållandebrott;2015;Mar;6;6;
Eskilstuna kommun;Stöldbrott;2015;Mar;353;348;
Eskilstuna kommun;Bilbrott;2015;Mar;58;57;
Eskilstuna kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;204;201;
Eskilstuna kommun;Vissa trafikbrott;2015;Mar;88;87;
Eskilstuna kommun;Alkohol- och narkotikabrott;2015;Mar;215;212;
Eskilstuna kommun;Vapenbrott;2015;Mar;23;23;
Eslöv kommun;Totalt antal brott;2015;Mar;301;932;
Eslöv kommun;Våldsbrott ;2015;Mar;25;77;
Eslöv kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;48;149;
Eslöv kommun;Vårdslöshet- och vållandebrott;2015;Mar;1;3;
Eslöv kommun;Stöldbrott;2015;Mar;112;347;
Eslöv kommun;Bilbrott;2015;Mar;20;62;
Eslöv kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;28;87;
Eslöv kommun;Vissa trafikbrott;2015;Mar;15;46;
Eslöv kommun;Alkohol- och narkotikabrott;2015;Mar;42;130;
Eslöv kommun;Vapenbrott;2015;Mar;3;9;
Essunga kommun;Totalt antal brott;2015;Mar;49;881;
Essunga kommun;Våldsbrott ;2015;Mar;4;72;
Essunga kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;8;144;
Essunga kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Essunga kommun;Stöldbrott;2015;Mar;21;377;
Essunga kommun;Bilbrott;2015;Mar;8;144;
Essunga kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;8;144;
Essunga kommun;Vissa trafikbrott;2015;Mar;5;90;
Essunga kommun;Alkohol- och narkotikabrott;2015;Mar;0;0;
Essunga kommun;Vapenbrott;2015;Mar;0;0;
Fagersta kommun;Totalt antal brott;2015;Mar;116;878;
Fagersta kommun;Våldsbrott ;2015;Mar;17;129;
Fagersta kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;19;144;
Fagersta kommun;Vårdslöshet- och vållandebrott;2015;Mar;0;0;
Fagersta kommun;Stöldbrott;2015;Mar;40;303;
Fagersta kommun;Bilbrott;2015;Mar;5;38;
Fagersta kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;10;76;
Fagersta kommun;Vissa trafikbrott;2015;Mar;4;30;
Fagersta kommun;Alkohol- och narkotikabrott;2015;Mar;8;61;
Fagersta kommun;Vapenbrott;2015;Mar;2;15;
Falkenberg kommun;Totalt antal brott;2015;Mar;437;1024;
Falkenberg kommun;Våldsbrott ;2015;Mar;32;75;
Falkenberg kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;49;115;
Falkenberg kommun;Vårdslöshet- och vållandebrott;2015;Mar;2;5;
Falkenberg kommun;Stöldbrott;2015;Mar;167;391;
Falkenberg kommun;Bilbrott;2015;Mar;59;138;
Falkenberg kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;56;131;
Falkenberg kommun;Vissa trafikbrott;2015;Mar;43;101;
Falkenberg kommun;Alkohol- och narkotikabrott;2015;Mar;45;105;
Falkenberg kommun;Vapenbrott;2015;Mar;2;5;
Falköping kommun;Totalt antal brott;2015;Mar;222;686;
Falköping kommun;Våldsbrott ;2015;Mar;26;80;
Falköping kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;34;105;
Falköping kommun;Vårdslöshet- och vållandebrott;2015;Mar;2;6;
Falköping kommun;Stöldbrott;2015;Mar;92;284;
Falköping kommun;Bilbrott;2015;Mar;15;46;
Falköping kommun;Skadegörelsebrott (inkl. mordbrand);2015;Mar;22;68;
Falköping kommun;Vissa trafikbrott;2015;Mar;8;25;
Falköping kommun;Alkohol- och narkotikabrott;2015;Mar;12;37;
Falköping kommun;Vapenbrott;2015;Mar;4;12;
Falun kommun;Totalt antal brott;2015;Mar;403;707;
Falun kommun;Våldsbrott ;2015;Mar;27;47;
Falun kommun;Hot-, kränknings- och frihetsbrott;2015;Mar;49;86;
Falun kommun;Vårdslöshet- och vållandebrott;2015;Mar;1;2;
Falun kommun;Stöldbrott;2015;Mar;172;302;
Falun kommun;Bilbrott;2015;Mar;40;70;
